,tweet,offensive,vlg,vio,HS_HS1,HS_HS2,HS_HS3,HS_HS5,HS_HS6,HS_NOT_HS
4689,مستخدم مب حالة قسم اسوا تنظيم شفته في حياتي رمز الغضب  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4690,الزقه والحنه والاهتمام المبالغ فيه وجه مكبوت ينفث البخار من انفه  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4691,وشذا قسم باله قلة حياشفاحة مقرفة  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4692,مستخدم القناه تافه وسطحيه الظاهر ماعندهم شغل ولا مشغله الا مظاهر الناس واشكالهم قبل اسبوع جايبين الطفل يزن والحين جايبين هذا سطحية وتفاهة الاعلام وين واصل من هالإنحطاط وربي شي يفشل  ابهام متجه لاسفل ,1,0,0,0,0,0,1,0,0
4693,مستخدم لا انا توي بدا صاحي من نوم وهيك  وجه نائم  قبضه موجهه للامام 🏼,0,0,0,0,0,0,0,0,1
4694,سعودي كوميك كون باقيله اقل من شهر وانا باقي ما خلصت شي  وجه قمر جديد  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4695,RT مستخدم ﯾﻌﻨﯽ آﻧﺖ ﺍﻣك ﺗﻌﺒﺖ ﻓيك ﺷﻬﻮﺭ  وجه غير راضي ﻭﻓﺮﺣﺖ آنها جآبت ﻭﻟﺪ وجه مبتسم تروح انت ﺗﻌﻤﻞ آﮐﻮﻧﺖ بأسم ﺑﻨﺖ  وجه بدموع الفرح  وجه يشتاط غضبا  وجه الضفدع  وجه بدموع الفرح ,1,0,0,0,0,0,0,0,1
4696,مستخدم مريضات  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4697,اله يقلع البنات الي مافي وجهن حيا يمال القوم الي تاخذتس انتي وياها  وجه بقناع طبي  بايع الكليجا,1,0,0,0,0,0,0,1,0
4698,مستخدم ياوعدى وجه وحيد القرن  لسان  وجه يرسل قبله بقلب ,0,0,0,0,0,0,0,0,1
4699,مستخدم لأن آني محاسب ومدق حسابات والجماعة ضوجيني بهواية شغلات من هالقبيل انوب انت تجي تفلسف  قبضه موجهه للامام  وجه بدموع الفرح ,1,0,0,0,0,0,0,0,1
4700,بايع الكليجاتدرون عاد لو طب بوجهي واحد حلو وربي استحي وأطالع اي شي ثاني بس توصل اصوره وين عايشين وجه منصدم ,0,0,0,0,0,0,0,0,1
4701,قوموا صلوا خلاص  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4702,مسوي يكتب خواطر هو وجه الودر بس خواطره زينه اله ياخذه حذاء رجل ,1,0,0,0,0,0,0,0,1
4703,مستخدم بالعافيه  وجه بقناع طبي ماكل بحري,0,0,0,0,0,0,0,0,1
4704,مستخدم الكارثه بحد ذاتها وجوده في الاعلام  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4705,مستخدم واله مقرف  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4706,يهيب ياقلبج الخلا  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4707,مستخدم انت ايش رأيك تبي الأجانب تجلس على قلبك والشباب السعودي عاطل يا الشايب من جد انك ذكي  وجه الحصان ,1,0,0,1,0,0,0,0,0
4708,مستخدم اهان وجه الحصان  وجه ضاحك مغمض العينين ,0,0,0,0,0,0,0,0,1
4709,مستخدم احول  وجه متجهم  قبضه موجهه للامام  وجه بدموع الفرح  قلب مجروح ,1,0,0,0,0,0,0,0,1
4710,RT مستخدم توجهك ايتشي بحت اخوي محمد  ابهام متجه لاسفل ,0,0,0,0,0,0,0,0,1
4711,هانت يجماعه فاضل شهرين وفبراير يخلص  وجه الضفدع ,0,0,0,0,0,0,0,0,1
4712,اقول سالفه وانا متحمسه وبالاخير تقولي عيدي ماسمعت البس الشنطه تحت العبايه اذا سولفت لك مره ثانيه ياغبيه وجه غير راضي  قلب مجروح  سكين المطبخ ,1,0,0,0,0,0,0,0,1
4713,صلاه الجنازه القادمه انتاروح احفر قبري يعني  قبضه موجهه للامام 🏾ياله حسن الخاتمه,0,0,0,0,0,0,0,0,1
4714,الي يتكلم عن موضوع تبذير الماي قوم هز طولك وقف المسخره الي في المسيره والشارع ولا تحن على راسنا في تويتر  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
4715,مستخدم انتو آخر ناس تكلمو عن العنف المدرسي ما نعرف نحمي اطفالنا من ضرب المعلمين يا فاشلين لو تعرفو تشتغلو زين كان ما لغيتو قانون منع المعلم من ضرب التلاميذ هزلت وكل المدرسات مبسوطات لانه يقدرون يطلعو حرتهم ف الاطفال لكن الادعاء العام موجود وما نحتاج لكم  ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼,1,0,0,0,0,0,1,0,0
4716,مستخدم عندما تنهق الحمير  يتدحرج على الارض من الضحك  وجه بدموع الفرح  سيفان متقاطعان ️ وجه الحصان  حذاء رجل ,1,0,0,0,0,0,0,0,1
4717,مستخدم راح تندفن معانا وجه بدموع الفرح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4718,الموضوع التافه شيلوه من الترند لعنه  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4719,مستخدم تحيه لطيارين إبداع  وجه مبتسم بعيون قلب  شخص رافع يده  وجه بقناع طبي  يد مرفوعه ,0,0,0,0,0,0,0,0,1
4720,فشلتونا انا براء من هكذا مجتمع مقز  وجه مشمئز  يد تلوح 🏼 بايع الكليجا,1,0,0,1,0,0,0,0,0
4721,مستخدم اجل المره الجاي لاتنسين ابو ذى الوجه  وجه مبتسم باستهزاء  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4722,التجاهل  معين برتقالي صغير  هو عبارة عن وداع بطريقة قاتلة يجعل مشاعرنا زهره ذابله  تمزق بطئ  قلب مجروح  ابهام متجه لاسفل ,0,0,0,0,0,0,0,0,1
4723,مستخدم مادري اشفيهم  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4724,يارب إن كنت ثقيل ع أحد خلني ع قلبه لين يموت الحيوان كومة من البراز  قطره ,1,0,0,0,0,0,0,0,1
4725,متجمعين على رجال  وجه بقناع طبي  اذا انسلخ الاستحياء عن المسلمة العفيفة فلمن يبقى الحياء,1,0,0,0,0,0,0,0,1
4726,مستخدم  وجه يبكي بصوت عالي تدورين حرش  وجه يشتاط غضبا  لا اقصد الغباء الكريه يارب فهمتي,1,0,0,0,0,0,0,0,1
4727,RT مستخدم درب العرايسمسلسل غبي بكل المقايس يجيب الحموضه  وجه مشمئز  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4728,RT مستخدم اله يعينك سنة ثانية وجه بدموع الفرح  وجه الضفدع ,0,0,0,0,0,0,0,0,1
4729,مستخدم إن ما يفعله الفرس في سوريا شهاده لتاريخ بأنهم أعداء لمسلمين وقتله ولا ينتموا لدين اﻹسلامي بصله  وجه بقناع طبي  شخص رافع يده  يد مرفوعه ,1,0,0,1,0,0,0,0,0
4730,مستخدم حلالكم  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4731,مستخدم صدق من سماهم ضفادع  وجه الضفدع ,1,0,0,0,0,1,0,0,0
4732,مستخدم انت وشيخك تحت نعالي  حذاء رجل ,1,0,0,0,0,0,0,0,1
4733,مستخدم يبي لكم تعلمون الثقافه اول بعدين تفلسفون مجموعه من البقر  بقره ,1,0,0,0,0,0,0,0,1
4734,مستخدم وش تبين تحتكي بالحب  وجه بقناع طبي  الازهار الحزينه,0,0,0,0,0,0,0,0,1
4735,RT مستخدم انا سنجل وربنا  وجه الضفدع ,0,0,0,0,0,0,0,0,1
4736,مستخدم أي واله كثرانين بشكل مقرف  وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4737,كمية التعب والقرف الي فيني من كل شي وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
4738,مستخدم سرقوا الكورة من كيسكم يا طحالب وجه الضفدع ,1,0,0,0,0,1,0,0,0
4739,يع الي ف منشن فلان وعلان تعلمه وش يسوي وش مايسوي خير وش تحسين فيه ترا فاهمه التشجيع غلط مو ناقص الا تجيبين ريموت وتحركينه مثل ماتبين  وجه بقناع طبي  وجه عابس قليلا  سنابات غازي الذيابي,0,0,0,0,0,0,0,0,1
4740,اصدقا الوناسه وينهمصديق يفشي كلامك وصديق يطعنك بظهرك وصديق ينقل كلامك اين الاخوه الحقيقه لاتوجد اخوه حقيقه بهذا الزمن دايم مظلوم الي يصفي نيته مع احد ماقول الا ان شاء اله ربي يخذلهم بجميع خوتهم ابهام متجه لاسفل ,0,0,0,0,0,0,0,0,1
4741,مستخدم مبسوط انت وجه بدموع الفرح  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
4742,بايع الكليجاكمية قرف فبعض التغريدات اله لايوريكم  نعجه ,1,0,0,0,0,0,0,0,1
4743,مستخدم انا حرصت اشرح لها بشفافية لعل اله يهديهاوتستوعب طريقة التكاثر البشري والانتساباوضح من شرحي مافي  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
4744,اكثر واحد احبه الي اخترع النظارة قلب احمر فعلا نعمة وجه مبتسم بعيون مبتسمه انا نظري ناقص اكثر من النص وجه مرتبك  حتى الصورة ماتقدر تعبر عن معاناتي بدون النظارة لما اشيل الينسيز او النظارة  وجه متأمل  فعلا ماشوف ولا شي  وجه متأمل  وجه منصدم ,0,0,0,0,0,0,0,0,1
4745,بايع الكليجا سمو عليه لا تجيه عين وجه مبتسم ️ سكين المطبخ  الغة العربية في خطر شخص يخبط وجهه 🏽‍ رمز المؤنث ️ بائع وليس بايع,0,0,0,0,0,0,0,0,1
4746,تعكر الصبح  وجه مشمئز ,0,0,0,0,0,0,0,0,1
4747,مفروض يكثفو الجهود العلميه ويخترعو مبيد بشري على غرار المبيد الحشري لأن بعض الناس تحملها بقى صعب أوي والمشكله أنهم بيتكاثرو  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
4748,مستخدم معلش  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4749,مستخدم عن الغلط عاد وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4750,بايع الكليجا بكره يجيك الاعلام الحالي لاهدف ولاثقافه ولاحياء ويحط راعي الكليجا من مشاهير السعودية والقدوه ويبدا صاحب الكليجا القصيمي الي علي باب اله يبيع كليجا ينظر لنا ويفصل المجتمع  قرد بحركه اليد لقول لا اسمع  ,1,0,0,0,0,0,0,0,1
4751,مستخدم طب بذمتك ارد اقول لك ايه  وجه يشتاط غضبا  وترجعي تقولي حسدتيني  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
4752,ابي جاد نحيف ورياضي من يقابل بينيع الان  وجه منصدم الخاص مفتوح  وجه نائم  سالب ينبع مبادل ينبع مساج ينبع زاير ينبع,1,1,0,0,0,0,0,0,1
4753,صداع الدوام لو تشرب برميل قهوة ماراح  وجه منصدم ,0,0,0,0,0,0,0,0,1
4754,مستخدم مانرد على شبه الرجال وانت فهم ه  ابهام متجه لاسفل  وجه مفكر ,1,0,0,0,0,0,0,0,1
4755,مستخدم ه وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4756,RT مستخدم قمة الإحراج  وجه الضفدع  قلب مجروح لمآ حد يعطيك شي وإنت تستحي وتقوله لا شكرا وجه بابتسامه خفيفه ويقل لك لا مب لك بس امسكه شوي  وجه مندهش لعنبو ابليسك يا كلب كسرت خاطري …,1,0,0,0,0,0,0,0,1
4757,مستخدم ياساتر🤮,0,0,0,0,0,0,0,0,1
4758,مستخدم يازبيد ياقوي  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
4759,المفروض ان محاضراتي ع حسب مزاجي  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4760,مستخدم لاتصيرين متعصبه انتي بعد قولي ان حنا اقوى واقرب لكاس عادي قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4761,مستخدم الحمداله في احد مثلي بالراي بوستر مبتدي ع انه اعلاناته كانت حلوه وفخمه وجه مكبوت ينفث البخار من انفه ,0,0,0,0,0,0,0,0,1
4762,يا جماعة أبشركم أختبرت فيزياء وجبت العيد قبل رمضان ما عليكم  سكين المطبخ  قلب مجروح ,0,0,0,0,0,0,0,0,1
4763,مستخدم هفوقك قبضه موجهه للامام  وجه يغمز ,0,0,0,0,0,0,0,0,1
4764,مستخدم غلط ياناس تصحوني ونا نايم وجه منصدم  وجه مضمد الراس ,0,0,0,0,0,0,0,0,1
4765,مستخدم صوته وع شوفي شكل عز كيف صار 🤨 وجه بفم مغلق بسحاب  وجه بلا فم  وجه مشمئز 🤯,0,0,0,0,0,0,0,0,1
4766,كلهم زلأيب  وجه مشع بعيون مبتسمه  حذاء رجل  تميم قايدنا وحمد عدونا,1,0,0,0,0,0,0,0,1
4767,رجعت حليمة لعادتها القديمة قال ايش قال ريدوت  شخص يخبط وجهه 🏿‍♂️الحمداله المقطع موثق فكني من الاغبياء واسالتهم الان  وجه بقناع طبي 🤮,1,0,0,0,0,0,0,0,1
4768,مستخدم رجاء انت خلك ع جنب انا وهي نتفاهم  وجه بدموع الفرح  قبضه موجهه للامام ,0,0,0,0,0,0,0,0,1
4769,مستخدم شتبين من الحب مالي  وجه غاضب ,0,0,0,0,0,0,0,0,1
4770,مجتمع فاضي وعقول سخيفه وانحطاط في الفكر والاخلاق ابهام متجه لاسفل 🏼 ابهام متجه لاسفل 🏼 بايع الكليجا,1,0,0,1,0,0,0,0,0
4771,يلعن شكله تشانيول خير يسوي كذا بيكهيون مو كانه غلطان حتى هوا  وجه مكبوت ينفث البخار من انفه ,1,0,0,0,0,0,0,0,1
4772,احلى نوم في المحاضره ده ولا ايه وجه مبتسم متعرق معماريات زفت  وجه منصدم ,1,0,0,0,0,0,0,0,1
4773,اصدقا الوناسه وينهماكره نوعيه البنات الي تستحقر البنت عشان اصلها ولا لونها ولا شكلها ولا حالتها الماديه ياعزيزتي ترا كلنا من تراب لتراب ياتراب وكلي تراب  سكين المطبخ  وجه قمر جديد ,1,0,0,0,0,0,0,1,0
4774,مستخدم  وجه مكبوت ينفث البخار من انفه  شخص يجري 🏻ليش راعي معاصي هاه,0,0,0,0,0,0,0,0,1
4775,مستخدم احمد ربي أن اكرمني بإلغاء متابعتك من بدري منذ أن صرت تميلح وتبحث عن الشهرة واتجهت إلى اليبرالية ياأنك غثيث بشكل غير طبيعي 🤮,1,0,0,0,0,1,0,0,0
4776,RT مستخدم على الاجواء الحلوه ودك يكملها الفيحاءويفوز على الاسد الاخضر  وجه الضفدع  الفيحاء الاهلي,0,0,0,0,0,0,0,0,1
4777,RT مستخدم متفگرش هتصيب  ابهام متجه لاعلي  ولا هتخيب  ابهام متجه لاسفل  گله ف الأخر نصيب  حركه اليد لقول حسنا المهم اأمشيها صح  علامه صح بيضاء غامقه  مائه نقطه  وسيب لربنا الترتيب,0,0,0,0,0,0,0,0,1
4778,RT مستخدم طز فيكم براحته يلبس البدله مايلبسهاشمالكوش فيه خليكوا حيرانين كده  قبضه موجهه للامام ,1,0,0,0,0,0,0,0,1
4779,وايد ترمس  قرد  وسرت قفلت الموبايل بعد قلت يمكن يتصكر الابلكيشن بالعافية فتحته,0,0,0,0,0,0,0,0,1
4780,RT مستخدم البهيمة إذا جت تكلم  اثار اقدام انسان 🤮,1,0,0,0,0,0,0,0,1
4781,ريحة الورق عنب وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
4782,RT مستخدم رتويت بيكيني  فم  لسان  نار  حذاء بكعب عال  علامه قبله  مستخدم حبيبتي وحياتي علامه قبله انا وصلت السعودية في جدة بشارع فلسطينياول فيديو انا وعبير جدة  وجه الارنب  خوخ  نار اح…,0,0,0,0,0,0,0,0,1
4783,RT مستخدم بسم اله ماشاءاله غطو علي في شغلة المباحث باله اذا يقدرون يجيبون لي اسئله اختبار القدرات  وجه قمر جديد  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4784,مستخدم الصمرقع مو أكله زي لما تقولي جبتي اي صداع احنا نقول جبتي لي صمرقع زي الصداع زي كدا وجه بدموع الفرح  الاصبع الوسطي 🏽,0,0,0,0,0,0,0,0,1
4785,حسابه ينرفزني يحسب نفسه فله ويضحك اذا سفل بالبنات مريض وجه بقناع طبي  قلب مجروح ,1,0,0,0,0,0,0,0,1
4786,خلاص غثيتوا اهلنا غباء  وجه يشتاط غضبا  بايع الكليجا,1,0,0,0,0,0,0,0,1
4787,سبحان اله الناس الكريهين دايم يعرفون بعض وجه بقناع طبي ,1,0,0,0,0,0,0,0,1
4788,RT مستخدم وبستغرب عطرك يفوح منغير وجودك انتي مستحميه بصابونه كامي صح  وجه الضفدع ,0,0,0,0,0,0,0,0,1
4789,اصبحت محاربة قيم و مبادئ و عادات و تقاليد وهوية وخصوصية المجتمع موضه و التمرد عليها حريه و الخروج عن النص ثقافه و فكر تبا لكم بقدر ما شوهتوا المفردات و معانيها  وجه مكبوت ينفث البخار من انفه ,1,0,0,0,0,0,0,0,1
4790,لا تلومني لو تغيرت عليكعطيتك كل ماعندي واهملتني  ابهام متجه لاسفل 🏼,0,0,0,0,0,0,0,0,1
4791,مستخدم الصوره هذي اكبر من تاريخك ياطحلب  وجه الضفدع ,1,0,0,0,0,1,0,0,0
4792,وهاشتاق بعد لاكذا اوفر  وجه عابس قليلا   وجه بقناع طبي والي يقولون حرام مسكين متضايق الا بالعكس مبسوط والا كان يمديه ماعاد يجي ويفكنا من الاكشن والترز وقلة الحيا الي صايره بايع الكليجا,1,0,0,0,0,0,0,0,1
4793,مستخدم يمه منتس السيره الذاتيه بالكامل  وجه بدموع الفرح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4794,حبيت وجه منصدم ,0,0,0,0,0,0,0,0,1
4795,مستخدم  وجه قمر جديد  كاميرة ساهر قصدك  وجه يبكي  اله يسامحك لسبين أرد عليك قلبك ابيض ونيتك سلمية؛ فما احتاج أبر لك شيتوبة ما اعلق خلاص  وجه بقناع طبي ما اعتقد تصدقين الاخيرة  وجه بدموع الفرح ,0,0,0,0,0,0,0,0,1
4796,مستخدم خنزير خنزير  وجه خنزير  خنزير  انف خنزير  هذا خبر مفرح,1,0,0,0,0,0,0,0,1
4797,بايع الكليجابنات المتوسطه مشكلهالوحده من تبلغ تقعد تمحن ع طولراحن الي يتدرجن بالصياعه  وجه متجهم  قبضه موجهه للامام ,1,0,0,0,0,0,0,1,0
4798,كرهت المسلسل خلاص  وجه بقناع طبي  معفن ياخي,1,0,0,0,0,0,0,0,1
4799,مالي خلق اتخالط ويا الناس مالي خلق اي شي ودي اعيش لحالي وبعيد عن الكل  وجه مبتسم متعرق  شخص يخبط وجهه 🏻‍ رمز المؤنث ️ قلب مجروح  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4800,مستخدم ياشينه ذا الشارع وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
4801,يارباه زين واله طلعتي تستوعبين  يتدحرج على الارض من الضحك  انا قلت يابت العيد  قبضه موجهه للامام 🏻 سكين المطبخ ,0,0,0,0,0,0,0,0,1
4802,مستخدم احلى طلعتي من ربات البيوت حسبتك بالثانويه  قطعه شوكولاته  قرد بحركه اليد لقول لا اسمع  ,0,0,0,0,0,0,0,0,1
4803,RT مستخدم انا اول ما اصحى من النوماجلس مؤدب حتى لو احد سبني اتكلم ب لغة العيون لين اله يفرجها وتشبك الفيوز وامردغه  سكين المطبخ  قنبله  وجه قمر جديد ,1,0,0,0,0,0,0,0,1
4804,صراحه الحين ابوي مشد علي في البس ولون العبايه قبل ابدا م قد تكلم بس كله بسب اخواني القحاب لذلك بكتفي بالسوداء حاليا لين ينسى الموضوع وجه بابتسامه خفيفه  الاصبع الوسطي 🏼 الاصبع الوسطي 🏼,1,1,0,0,0,0,0,1,0
4805,مستخدم نعم نعم بس انتي مو شايفه شو عم بيصير على شاشة التلفاز وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4806,RT مستخدم عاصي الحلاني  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 بس بحبك ومبسوطه لبنت لبنان ذا فويس MBCthevoice فريق احلام mbc ماريس  ورده ,0,0,0,0,0,0,0,0,1
4807,مستخدم اله يسامح الي سمح لحريم يدخلون الملعب وجه مرهق  وجه بدموع الفرح منظر مقرف وجه بقناع طبي ,1,0,0,0,0,0,0,1,0
4808,ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبةهكذا هن النساء وجه مبتسم بهاله علي الراس  وجه مبتسم متعرق  ويجيك واحد يقول ابي وحدة تفهمني  وجه منصدم خل تفهم نفسها بالاول عشان تفهمك  وجه مبتسم متعرق  حركه اليد لعلامه النصر ️,1,0,0,0,0,0,0,1,0
4809,مستخدم كل شخص يمثل نفسه وانا بالنسبه لي مايشدني الا العفيفة المحتشمة والكفو اما غيره مجرد هراء  ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
4810,RT مستخدم اختك قاعدة تعض المخده و انا راكبها بزبي و اخض لحمها و هي تحاول تحمله تلهث تحت زبي و انا ادق كسها لخصوه  وجه الكلب ,1,1,0,0,0,0,0,0,1
4811,RT مستخدم يا سادة رجاءا الخاص عندي منوع وليس لي مزاج لاحد  وجه غاضب مشغولة ب حياتي مالك دخل ب أسبابي دعواتك و أسئلتك وفرها ملاحظا…,0,0,0,0,0,0,0,0,1
4812,RT مستخدم بعد الصور الي صورتهالنا مايتقلهاش طبعا يعني لا  وجه غير راضي  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4813,الرئيس السيسى لرئيس الأركان يامحمد عايزك تشيل الإرهابين من على وش الأرض قبضه موجهه للامام   ظهر يد تشير الى اليسار  بكل عنف وقوة عضلات  احنا مابنخافش غير من ربنا بس ابهام متجه لاعلي ,0,0,0,0,0,0,0,0,1
4814,هقتل الي قدامي في الباص و اله لو متكتمتش  وجه يشتاط غضبا ,1,0,0,0,0,0,0,0,1
4815,مستخدم ي رجال اتفرج وهذا الفرح عالفيحا واله  وجه بدموع الفرح وهذا وهم مباراه وحده انسحبو الدولين لو تبون فضايح ترى عندي ي طحالب استرو انفسكم  وجه الضفدع  وجه مبتسم باستهزاء ,1,0,0,0,0,1,0,0,0
4816,مستخدم تاقات تظهر المستوى الفكري المخجل عند الاغلبيه  ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
4817,واله انو لذيذ المنظر  وجه حزين لكن مرتاح  سكين المطبخ  بايع الكليجا,0,0,0,0,0,0,0,0,1
4818,منك له يامخرج الفلس قطعة علينا سالفة السمك  وجه غير راضي  سكين المطبخ ,1,0,0,0,0,0,0,0,1
4819,مستخدم اوح جبهتي وين غدت  وجه مكبوت ينفث البخار من انفه  قلب مجروح ,0,0,0,0,0,0,0,0,1
4820,ระยะทำใจ وجه بدموع الفرح  — امك انت ابوك انت ايش هذا كلام حيوان كلب  قبضه موجهه للامام 🏼 عضلات 🏽,1,0,0,0,0,0,0,0,1
4821,البس خفيف الجو يبقا سقعة البس تقيل الجو يبقا حر اولع فى نفسى طيب ولا اعمل ايه  وجه بدموع الفرح  وجه الضفدع ,0,0,0,0,0,0,0,0,1
4822,مستخدم  وجه بدموع الفرح اجل مغزلجي  سكين المطبخ ,0,0,0,0,0,0,0,0,1
4823,مستخدم يارب ماتكون قويه يارب ماتحرمه الا عن الاياب بس عيون ماتذكر اله  وجه بقناع طبي  شكله من كافاني حسبي اله عليه,0,0,0,0,0,0,0,0,1
4824,مستخدم هذا يبي يجيب الكلام لنفسه ويبي يخلي بنته اداه هذا التعليقات كلها ضد كلامه الي يقول اذا تشبهله زوجها والي يقول انت حر ياخي أرتقي بتصريحاتك اذا انت موافق تزوج بنتك باي رجال انت وبنتك احرار ومافيه احد يقدر يمنعك بس المهاترات الي مالها سنع مالها داعي من اساسه ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻 ابهام متجه لاسفل 🏻,0,0,0,0,0,0,0,0,1
4825,ميت حزن مع كذا بالحيل يوفي لك  قلب مجروح  وجه منصدم ,0,0,0,0,0,0,0,0,1
4826,RT مستخدم ياكلاب ضيفوني وسو ريتويت سرعه عشان اذلكم وادفن وجيهكم في مكوتي واطقع اندفاع لبعيد  حذاء بكعب عال  عمه,1,1,0,0,0,0,0,0,1
4827,مستخدم لحظة لحظة على اساس الاتراك ميتين عليك والحمداله انتي وامثالك ماتابعون تركي عشان ماتكرهونا بالأتراك وتصير مسلسلات لحجية امثالك وعبيد كورة  وجه بقناع طبي  TurkishDrama  قلب بنفسجي  حرف رمز المؤشر الاقليمي ت  حرف رمز المؤشر الإقليمي ار ,1,0,0,1,0,0,0,0,0
4828,بيليا قلب احمر ️ ميكروفون بعد ان ضاع مع نوتيلا وجه مشمئز يجد نفسه مع غاتوزو عضلات  وجه مبتسم بعيون قلب ويؤدي نفس ادوار رينو في ميلان زمان,0,0,0,0,0,0,0,0,1
4829,مستخدم إنتا كده قاعد تأكد ليهم الموضوع  وجه قطه بدموع الفرح  قبضه موجهه للامام 🏽,0,0,0,0,0,0,0,0,1
4830,انا مش حتجوز علشان الاطفال وازعاجهم ورخامتهم الي ما بتخلصش  وجه الضفدع  شخص يمشي ‍ رمز المؤنث ️,0,0,0,0,0,0,0,0,1
4831,مستخدم ربابه ايه و اغاني ايه فالهم ده عالصبح  وجه يشتاط غضبا ,0,0,0,0,0,0,0,0,1
4832,مستخدم انتم لولا حمايه الروسي الشيوعي الملحد ودعم النتنياهو ياجيش ابوشحاطه كان احرار سوريا الشرفاء اكلوكم وخلصوا عليكم من زمان لما حجروكم علي الساحل ياعيال الخنزيره جيش الكبسه لو التفت عليكم مسح فيكمالبلاطه  يتدحرج على الارض من الضحك  وجه بدموع الفرح  خنزير  حذاء رجل ,1,0,0,1,0,0,0,0,0
4833,مدري ليه اتضايق اذا احد قام يعطس قدامي احس بمرض على طول  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
4834,مستخدم غالي هو دزليل المسعد  وجه منصدم ,0,0,0,0,0,0,0,0,1
4835,افا ي بنات وانا اقول البنات شحليلهم مايتخرفنون ثقال طلعتو اخس من العيال🤮 بايع الكليجا,1,0,0,0,0,0,0,1,0
4836,مستخدم يع  وجه بقناع طبي ,0,0,0,0,0,0,0,0,1
4837,اشيلج من عناقيصج اوديج برع  وجه يشتاط غضبا  اي وتهز راسها وتطلع لسانها وجه متلذذ كيوت وجه مرهق  وجه يبكي  قلب احمر ️,0,0,0,0,0,0,0,0,1
4838,RT مستخدم الهندي قاعد يثبت لمعزب إن الخروف  نعجه صار صديقه حتى ما يذبحه  وجه بدموع الفرح  واله لو ابمحلك لاخليه له حنون المسكين  وجه مشع بعيون مبتسمه ,0,0,0,0,0,0,0,0,1
4839,تضر معلمي من حذف رغباتهم بسم اله على رغباتي  وجه يشتاط غضبا  وجه يصرخ من الخوف  أستودعتهم اله الذي لاتضيع ودائعه,0,0,0,0,0,0,0,0,1
4840,جليلين الحيا وش تبون بالرجال تصورونه  وجه مفكر واله لو انه اخر رجال م سوينا الي سويتوه  وجه مكبوت ينفث البخار من انفه  بايع الكليجا,1,0,0,0,0,0,0,0,1
4841,مستخدم مالومهم امحق حب بس غصب عليك بتحبني لو انا بدار المسنين يالجيكر وجه بدموع الفرح  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻,0,0,0,0,0,0,0,0,1
4842,ضغطي تو  وجه مشمئز ,0,0,0,0,0,0,0,0,1
