tweet,offensive
مستخدم ذا يع  وجه بتشميقه  وجه يشتاط غضبا  ظهر يد تشير لاسفل 🏻يويلي  وجه يسيل لعابه  وجه مبتسم بعيون قلب  ظهر يد تشير لاسفل 🏻,0
سعوديه الاصل و المنشافي استفهام بعقلي الحكومة ع ايش تعطي المرضات السعوديات رواتب كل ما اجي الطواري فاردات مكاويهم ع الكراسي ويقلبوا بجوالاتهم والفلبينيات زي النحل يلفوا ع المرضى ماتسمع ضحكهم الا اذا جاء خويهم واو الكيوت ويبدأو يتميلحوا ويضحكوا وجه بقناع طبي  وجه مغمض عينيه مخرجا لسانه اتفو,1
مستخدم كرم الرجال ليش وش شايفنا هالدب المعفن واله انا اشرف منه ومن هم على شاكلته هالمريض  وجه بقناع طبي ,1
لأسف  وجه بقناع طبي  ابهام متجه لاسفل  وجه مشمئز  وجه يشتاط غضبا  كل الأماني بفشل البطوله إن شاله,1
وحده بكلاسي يابنات لو اني منهاره واشوفها بحس الامور تساهيل مخوفتني من كثر م مطمنتني ان كل شيء سهل وهو نصب وجه يشتاط غضبا ,1
مستخدم اتفوه عليهم الخونه حذاء رجل ,1
بايع الكليجا حسبي اله ونعم الوكيل ماعاد فيه بنات وربي لان البنات يتميزن بالحياء قليلات ادب احرجتن الرجل وشهرتنه غصب عنه وجه يشتاط غضبا  المفروض ترحن لشباب من مستواكن خرفان اهلهن وينهم عنهن عيفتنه شغله وعيشته اله ياخذكن  وجه عابس قليلا  يد مرفوعه 🏻,1
بايع الكليجايع عليكم ي مخفات يارخيصات اله يخلف ع اهاليكم الوحده لاعاد تفكر لاباهلها ولابربها اهم شي تبع غريزتها  وجه مشمئز  وجه بقناع طبي ,1
مستخدم  وجه بدموع الفرح ارسلي كلمة حلم او دريم او غاف  قبضه موجهه للامام ,0
مستخدم ه ماسو الكوره لعيال بس عادي بنات يلعبون بس ماتوصل لدرجة يسونلكم دوري  وجه مكبوت ينفث البخار من انفه ,1
مستخدم شتسوي بعض البنات اغبياء متى ينقرضون  وجه مكبوت ينفث البخار من انفه ,1
مستخدم بصكه كف وهو نايم واذا قام أقوله اسم اله عليك شكل كابوس قبضه موجهه للامام 🏻,1
مستخدم طيب لاعبكم الكلب عبداله الفهد عطب فيلانويفا بيغيب ثلاث اسابيع  وجه غير راضي  قبضه موجهه للامام 🏼,1
سواق الباص قاهرني كل زبايله ينطلها بالشارع ودي يتصفق والا يغرمون الي يوصخ الشوراع تصرفه غير أخلاقي وقلة ذوق مو طبيعية  وجه بقناع طبي ,1
مستخدم كلهم يقولون اني طيبه قط يعني عارفه نفسها انها حيه يع اكرهم هذه العينات وياكثرهم في حياتي قبضه موجهه للامام 🏻 سكين المطبخ  وجه غير راضي ,1
مستخدم روحي ذاكري بيحل عنك رفرفي والا الي يرقصون وجه يشتاط غضبا ,0
بايع الكليجاما أستغرب حثالة بعض البنات أنا جيت الرياض يومين وشفت العجب الى حد التصوير سيلفي  وجه يشتاط غضبا لا أعم ولكن فيه حثاله من الجنسين,1
مستخدم ياوك ياصوتها ليتني ماشفت المقطع  وجه بقناع طبي ,0
RT مستخدم ذهبت تشتري فستان فاعجبها حذاء فاشترت حقيبةهكذا هن النساء وجه مبتسم بهاله علي الراس  وجه مبتسم متعرق  ويجيك واحد يقول ابي وحدة تفهمني  وجه منصدم خل تفهم نفسها بالاول ع…,1
RT مستخدم سخيف ينقل سالفة سخيف مزوجة بشوية كذب لبيع وسيشتريها ال امبيع  نعجه ,1
مستخدم ه  وجه غير راضي  قبضه موجهه للامام  توته المدمنه خذي كليجا بالتوت  وجه مخرج لسانه  وجه يغمز مخرجا لسانه ,0
مستخدم تعودنا خلاص من القنوات التافه نشر اخبار وتفاهات المبزره لو مسوي شي حلو مالقيت له هالصجه والهاشتاقات وجه مكبوت ينفث البخار من انفه ,1
RT مستخدم اثنين مستحيل تقنعهم انه المشكلة من عندهم النسوان وخدمة العملاء بشركات الاتصالات  وجه مشمئز ,1
RT مستخدم اح  نار   نار   نار   نار  اهز لجادين من يبي ينيك  حذاء بكعب عال  رتويت,1
مستخدم ان شاءاله يجيكم نامس يلعب بحسبتكم استاذ بدر  قلب مجروح  قبضه موجهه للامام  ه,0
مستخدم راحو الناس لدواماتهم اخلص اهرج  وجه غير راضي  قبضه موجهه للامام ,0
صباح الخير الاثنين وجو حلو وش تبي اكثر بعد  وجه مفكر  ع طاري الإثنين حلو إنه نخلي الملكة عقد القران ف نص الاسبوع جاوب واذكر السب  وجه مغمض عينيه مخرجا لسانه  قبضه موجهه للامام 🏼,0
RT مستخدم محستني اني الي ميته عليه الحين يعني  وجه مشمئز  وجه بدموع الفرح ,0
مستخدم انتى بتقولى بتضحكى عادى قبضه موجهه للامام  وجه مستاء تك القرف غم قبضه موجهه للامام  وجه بدموع الفرح ,1
مستخدم اله يعينكم على الحشرات  وجه بقناع طبي ,1
هانت اليوم آخر يوم دوام  قرد  وجه مبتسم بنظارة شمسيه ,0
مو عادي وجه غاضب ,0
مستخدم ما ابي وجه يشتاط غضبا ,0
مستخدم وما الدول التي ساندتكم في عدوانكم على اليمن الا ذباب تجمعت ع كميه من الزباله والاوساخ واياك اعني فهمي ياجاره حركه اليد لقول حسنا  ابهام متجه لاسفل ,1
RT مستخدم دي الي هتكمل نص دينك لا دي الي هتطلعه كله  وجه الضفدع  وجه بدموع الفرح ,1
RT مستخدم انا عندي لعنيكي كلام زهره الكرز  قلب احمر  عيون  خليهولك وجه الضفدع  ظهر يد تشير لاسفل ,0
مستخدم يسلم عمرك بدي اخلص كم شغلة واروح  وجه منصدم ,0
صارت بامسي قتل تورغوت  وجه يصرخ من الخوف  وجه مندهش و السلطان الخرا يبي يعدم ارطغرل  وجه يشتاط غضبا ,1
مستخدم انتو دولتكم محتله من الفرس وحريم السلطان يا اخوان بني صهيون خلكم فشبك وعليكم فحليب لحمير يا اغبى شعب وجه الحصان  حرف رمز المؤشر الإقليمي I  رمز المؤشر الإقليمي الحرف L  حرف رمز المؤشر الإقليمي I  رمز المؤشر الإقليمي الحرف L  حرف رمز المؤشر الإقليمي I  رمز المؤشر الإقليمي الحرف L  حرف رمز المؤشر الإقليمي I  رمز المؤشر الإقليمي الحرف L  حرف رمز المؤشر الإقليمي I  رمز المؤشر الإقليمي الحرف L  وجه يصرخ من الخوف ,1
RT مستخدم عن هؤلاء الذين تظن أنهم لطافا فيطلعوا ولاد كلب  قبضه موجهه للامام ,1
مستخدم هناد ياعمري انت وبيزيد يومي حلاوه بعد كلامك الطيف ياحلوه  وجه منصدم  قلب ,0
بايع الكليجا خلاص خلاص الوضع صار اوڤر مره  وجه غير راضي  حتى الرجال باين مو طايق الوضع  ابهام متجه لاسفل 🏻,0
مستخدم انت تكلمني انا كنك شطحت وجه مبتسم متعرق  قبضه موجهه للامام 🏻,0
RT مستخدم صايرة تكبر كل يوم تعبتني وجه قلق  لسان  نار  ريتويت ارد عليك زر التكرار  مفضله بلوك قبضه موجهه للامام  تفاعلو قلب بنفسجي  سالب سكاكا سالب حايل سالب الجوف سالب عرعر سالب سك…,1
سوار شعيب اتوقع اخبث من كذا مافيش شفت الحلقه كامله واستفزني الحوار بشكل كيف عاد الضيف  ابهام متجه لاسفل 🏻 بدر الشعيفاني,0
 فتاه  ﺣﺒﻴﺒﻲ ﻣﺘﻰ ﻧﺘﺰﻭﺝ  صبي  ﺷﻔﺘﻲ ﺻﻮﺕ ﺍﻟﻤﻄﺮ ﺣﺒﻴﺒﺘﻲ وجه متفاجيء  فتاه  ﺍﻱ ﺷﻔﺘﻪ وجه مبتسم بعيون قلب  صبي  ﺍﺻﻼ ﺍﻟﺼﻮﺕ ﻣﺎ ﻳﻨﺸﺎﻑ ﺍﻧﺘﻲ ﺍﻧﺴﺎنة ﻛﺬﺍبة ﻭاﻧﺎ ﻣﺎ اﻗﺪﺭ ﺍﻋﻴﺶ مع ﻛﺬﺍبة قلب مجروح  ﻣﻌﺎﻩ ﺣﻖ ﺍﻟﺮﺟﺎﻝ ﻟﻴﺶ ﺗﻜﺬبي  وجه قمر جديد  وجه الضفدع  وجه قطه بدموع الفرح  جهينه لدعم,1
مستخدم جماله عادي بس وش وضع الي يطاردونه وجه مرهق  وجه بقناع طبي  قلب مجروح ,0
تحرير الكويت  حرف رمز المؤشر الاقليمي كي  حرف رمز المؤشر الإقليمي دبليو  اي واله ابن الكلب طالعه من قلب  سكين المطبخ ,1
هم الست شهور دول هيخلصو امته  وجه مكبوت ينفث البخار من انفه ,0
لا دراسة ولا دوام ولا امتحانات ولا برزنتيشون ولا تقرير شهري ولا نصف السنة وإجازات مفتوحة والنتيجة شهادة دكتوراة  وجه يشتاط غضبا هذا ماوصل إليه ابو نورة  ظهر يد تشير لاسفل 🏼 السعوديه عز وفخر,0
RT مستخدم  محقق  واحد تهاوش مع زوجته قال لها ما راح اشبهك بالحمار اخاف يزعل قالت له كل شي الا زعلك عاد حسبي اله على ابليسك وجه بفم مفتوح  قبضه موجهه للامام …,1
مبطولش اخر حبلين غسيل و افضل اتشعبط زي المتخلفين ف البلكونه  وجه الضفدع ,0
مستخدم الصامولي هذا عيش ثانيا واحد غنى عليها اغنيه سخيفه جدا 🤮,1
السلطان مو فالح غير بسحب السيف ولا بيقطع عرق ولا بسيح دم زى ما بيقولوا فكونا منه ما بيصير شي لارطغرل  قبضه موجهه للامام  DirilişErtuğrul,0
الي مايتابعني بتفاهم معه يمكن نوصل لاقسى درجات الحقد وجه يشتاط غضبا اشوف فلو سريع ياشباب يله بضغطة زر,1
واله ازين شي سواه محمد بن سلمان هالضرايب كسر ظهور الشيبان الي كل همه ياخذ الثانيه معفنين  وجه بقناع طبي  سعودياتxنطلبxاسقاطxالتعد,1
مستخدم وش هالتخلف لا عاد  وجه بقناع طبي ,1
حد ضرب مفك في يومي  وجه بقناع طبي ,0
حياتك وش المتسابقين ذولا المطبخ يجيب النوم ماغير عز يعرض يسولف يصفق ينشد سلامات سكين المطبخ ,0
مستخدم ه مو ع حسابي  وجه مكبوت ينفث البخار من انفه ,0
مستخدم بشاعة في التطبيل  كومة من البراز سنرى كيف سيلعب النملة بالخمسة اساسين,1
مستخدم بيخود شيدا وجه يشتاط غضبا  وجه غاضب ,0
مدرسه عريقه ومعروفه ورسومهم الدارسيه ماتقل عن وحاطين تقديمات لأمهاتحلاو  بقره  وجالكسي جواهر  وجه بتشميقه ياخزياه بس  شخص يخبط وجهه 🏻‍ رمز المؤنث ️,1
السناجل اقولهم فاتكم النكد والغم  وجه بقناع طبي  انا مش حتجوز علشان,1
مستخدم احيه  وجه مبتسم بعيون واسعه  وجه يشتاط غضبا  وجه الضفدع ,1
صرح خبرا اقتصادين ان هناك تزايد في نسبه الاقبال على الشمه بسب ارتفاع اسعار السجائر ما سيؤدي الى انتشار الوعاثه بشكل اكبر في اوساط المجتمع  وجه الضفدع  سيجاره ,0
بايع الكليجاقسم باله السعودية في انحدار نضحك على بعض ليش وخاصة بعض البنات فاهمين الانفتاح انحراف وديت وسكر وحشيش غلطوبنات الكلب حقات اسقاط الولاية ما يشوفون الي صاير لعن ابوهم وخاصة الجنادرية كريه الأغلب يروحون هناك يرقمون شيء مقرفاله يلعنكم  وجه مشمئز  وجه يعطس ,1
مستخدم ويلي متنا وقردنا لا تكون عبداله علي غفله  وجه بدموع الفرح  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻,1
من اهم علامات الاهمال الى اخليك تحس بيها من نحيتى ان مفتحش معاك مواضيع  وجه بدموع الفرح  وجه الضفدع  عيون  يد مرفوعه ,0
الخراف خراف سواء كانو ذكورا أم إناث  نعجه  بايع الكليجا,1
مستخدم ودي اعرف مين الحمير الي مصوتين لا  وجه يشتاط غضبا ,1
مستخدم ب ختصار لانك رخيصه الثمن  ابهام متجه لاسفل ,1
اي واله كملوها لي الخميس وجه غاضب ,0
مستخدم هذا بنظرك زين  وجه منصدم ,0
لا مش وكده وبس لما روحت الجامعه اكتشفت ان انا محضر جدول التلات مش الاتنين وعليا النهارده رسم  وجه مكبوت ينفث البخار من انفه ,0
RT مستخدم وفى عز النحس الى انت فيه يجى واحد حمار يحسدك  وجه الضفدع جتكوا نيله بهايم  وجه بدموع الفرح  يد مرفوعه ,1
مستخدم وش فيه يوم كلمته ألغى الإضافة وهو قبلها قبل وجه مكبوت ينفث البخار من انفه  وجه يشتاط غضبا ,0
RT مستخدم يارخيصه ياسافله ياسهله  وجه يشتاط غضبا ,1
RT مستخدم قال لها؛ لا توجد انثى شريفة في هذا الزمان قالت له عندما يأتي أحد لخطبة أختك لا تنسى أن تخبره بهذا الكلام لاتعليق  وجه مبتسم بنظارة شمسيه  وجه مبتسم باستهزاء  سكين المطبخ ,0
مستخدم ايات النكاح بسهوله تبين لك بشريه هالكتاب وكلها ورا مصالح الذكور والمفسر وجه بلا تعبير  وجه متجهم  وجه منصدم مجنون بعد,1
RT مستخدم الناس انواع بس اخسهم الي يسوي المصيبه معك ويروح يعلم عليك  وجه قمر جديد  سكين المطبخ  وجه بدموع الفرح ,1
الحظه الي بتكتشف فيها انو امك بتابعك بالتويتر  وجه قمر جديد  امي انا مخطوفه  وجه بدموع الفرح  قلب مجروح  وجه الضفدع ,0
مستخدم واله عاد السومه متعود على الهزائم بيقعد كل مرا يبكي ليه  وجه يبكي بصوت عالي  وجه بدموع الفرح  وجه الضفدع ,1
مستخدم طويل وجه منصدم  قلب يتضخم ,0
صوت هاكان 🤮,0
مستخدم لحول اله الرجال استحى وهم ماستحو لحول ولاقوة الاباله  وجه بقناع طبي  قلب مجروح ,0
مستخدم الطاقيه تنحط على راس ابوك الشيخ لاكن الضفدع في المستنقع  وجه الضفدع  وجه يبكي بصوت عالي ,1
مستخدم ياله روح ي فقر طير  يتدحرج على الارض من الضحك  وجه مكبوت ينفث البخار من انفه لا اشوفك ترسل لي  وجه بقناع طبي ,1
مستخدم جمهور يحضر لو مجانا فقط اما بلفوس انسى لا تعب نفسك واله وجه بدموع الفرح  مهما تعملو ما راح توصلو زي الاتحاد الرقم في الملكه حبيبي موت قهر يا ضفدع وجه الضفدع  وجه بدموع الفرح ,1
مستخدم اكثر وجه منصدم  قلب احمر ️,0
مستخدم تصدق صحبإمارة السعودية كل يوم تكلم ترامب وترجاه يتوسط بينها وبين قطرلا والبحرين كمان جابت مرتزقة اردوغان عشان يحموهاوالإمارات عملت معاهدة مع شريفة عشان تحرسهاوالمصرين خايفين تميم يكشر عن أنيابه ويحتلها في نص ساعةتكلم كأنك خروف حمل ,1
RT مستخدم اوصخ حركة  وجه يشتاط غضبا يوم تنام وتصير البطانية بالعرض بدال الطولتقعد تدبل كلتش لين تضبط  وجه بدموع الفرح ه  وجه بدموع الفرح  قروب صمتي,1
RT مستخدم ه لا انا مستكن الاصلي وهو التقليد لكن هذا الزمن لاسف مجحف بحق اجمل جيل الا هو احنا  قبضه موجهه للامام 🏻 وجه مغمض عينيه مخرجا لسانه ,0
مستخدم بعض البنات يبغالهم ضرب  وجه ضاحك بعيون مبتسمه  قبضه موجهه للامام  خنجر ,1
اقرف قهوه ذقتها بحياتي من ريحتها بدت تقلب معدتي عاد الطعم تكرم النعمه لحين غثيان  وجه مشمئز 🤮,1
فشلتونآ يآبنآت  وجه محبط  الي يشوفگم يقول مآشآفو زين عيب عيب واله  قبضه موجهه للامام  قلب مجروح  بايع الكليجا,1
مستخدم ذبيت يعني الحين  وجه مرهق  وجه بقناع طبي ,0
RT مستخدم فحل يتجس ع الخادمه تنظف عاريه يغويها و يشق كسها  ظهر يد تشير لاسفل الفليم كامل هنا ظهر يد تشير لاسفل  وجه الحصان   ظهر يد تشير لاسفل الفليم كامل هنا ظهر يد تشير لاسفل  وجه الحصان ht…,1
مستخدم اخر الزمان يكثر الأشكال ذي الي مثلك  وجه القرد ,1
مستخدم هذا مبين انه مو كويتي شكله اوربي اجنبي الكويتي يحشم لبسه الوطني ما يتهبل مثل هذا الخبل ملبسينه هدومنا ومخلينه يتهبل الشره علي الي عنده مفروض ينقدونه علي تصرفه  وجه يشتاط غضبا ,1
بائع الكليجا لعيال الي يسبون ومدري ايش باله لاتدقون الشرف علينا من بغى يموت على بنت ترامب وبنى لها مسجد ومن الي اشهر ام نقاب ومن بكى على روئ الصبان وسوا هشتاق بغون يموتون علينا ومن الي وصل الهنديه الي يبي لها ترويشه مليون  وجه بابتسامه خفيفه  وجه يغمز 🤫🤮,1
عندما لا ترى إلا الجزء السيء مني فأنا غالبا أبين لك ما يناسبك فقط  وجه مبتسم بنظارة شمسيه  عضلات  قبضه موجهه للامام ,0
مستخدم يقهر الشي  وجه بابتسامه خفيفه  سكين المطبخ ,0
RT مستخدم الاتفاق القادسيه كبير الشرقيه  حمل  المباراه على ملعبهواجهة ملعبه فاضيه في مواجه حاسمه بكأس الملك شكلهم ماحاسبوا البن…,1
مع ام ضد جواز الصالونات — مش مع فكره الجواز اصلا  وجه بدموع الفرح  قبضه موجهه للامام  شخص يجري ,0
مستخدم لو قولتلك اني قبل م افتح الصورة شفتها كيك هتصدقيني  وجه بدموع الفرح  قبضه موجهه للامام 🏻 قبضه موجهه للامام 🏻,0
RT مستخدم  حرف رمز المؤشر الإقليمي I  حرف رمز المؤشر الإقليمي ار 🤮 حرف رمز المؤشر الإقليمي I  حرف رمز المؤشر الإقليمي ار 🤮 حرف رمز المؤشر الإقليمي I  حرف رمز المؤشر الإقليمي ار 🤮 عضلات  حرف رمز المؤشر الاقليمي أ  حرف رمز المؤشر الاقليمي اي  عضلات  حرف رمز المؤشر الاقليمي أ  حرف رمز المؤشر الاقليمي اي  عضلات  حرف رمز المؤشر الاقليمي أ  حرف رمز المؤشر الاقليمي اي  نعم انهم جنود ورجال الامارات  وجه يرسل قبله بقلب ,0
مستخدم اشطا عروسة عم احمد القادمة  وجه بدموع الفرح  قلب مجروح  قبضه موجهه للامام ,0
مستخدم وانا امدح فيك بالقروب واقول خلوه يشيل مناظره الي لازقه بوجه وتمعنو فيه تراه قطعه اجل خذ العلم  وجه يشتاط غضبا وشك يأطع الخميره من البيتاديني صوره افزع فيها عيال قبل ما ينامواشوف فيك يوم  وجه بدموع الفرح ,1
مستخدم  قبضه موجهه للامام  وجه بدموع الفرح  بطني,0
أعوذ باله كل زق مخليتهم لك  وجه يبكي بصوت عالي  سكين المطبخ ,1
هذا لو رئيس الهيئه ماله شغل في الانديه ولا له شغل في البطوله ويخلي الانديه تنافس مع بعضها أكد لك ان النهائي بين الباطن والفيصلي لكن ثق ان النهائي بين الكبير الاتحاد والصغير  وجه الضفدع ,1
صلاه الجنازه القادمه انت عوذا  وجه يشتاط غضبا ,0
مؤلم عندما يكون بداخلك كلام ولاتجد من تفضفض له  وجه منصدم ,0
مستخدم اسكتي مش طلع بيتطلب عادي اه واله وباطلبه اهو بس أقول ايه عالم جبلة  قبضه موجهه للامام  وجه بدموع الفرح ,1
بايع الكليجايش فيكم انتو وين الحياء وين الكرامه بديت أخاف من هالجيل ونظراتهم القذره معاد فيه حياء وربي خلاص بنات مخفات ياهيه تراه مستحقركن وربي ايش الإهانة ذي لا ومطلعات عيونكن قدامه يعني شوفنا احنا معجبات فيك  وجه منصدم ياويلي تفو على ذا الوجيه  خط مموج ,1
RT مستخدم احنا محفولين مكفولين  وجه الضفدع ,0
مستخدم اله يسامحكم يوم قد حركت من أبها تعلقونمفروض تعطونا تعويض عن البنزين فلتب  وجه بدموع الفرح  قبضه موجهه للامام ,0
RT مستخدم وماذا توقعون من هرب بعبائه أمراءه وسلم مدنه ومخازن اسلحته لحوثي وكان تحته اكثر من الف جندي  وجه بقناع طبي  ال احمر هم س…,1
مستخدم على زق ترا الوضع فله وطقطقه يانفسيه  كومة من البراز  وجه مشمئز  ابهام متجه لاسفل 🏻,1
مستخدم ياوعدى وجه وحيد القرن  لسان  وجه يرسل قبله بقلب ,0
 ابهام متجه لاسفل  — انا صورتي وعاجبتني لاحول  وجه يشتاط غضبا ,0
مستخدم متخرجتيش بعدك  وجه الضفدع ,0
احنا هنخلص حوسة التذاكر وهنفضالكو ي كراسي  الاصبع الوسطي  WeWantSeating,1
RT مستخدم عاد هاذه اعتراف رسمي لحقيقة الغائبه عن الجميع قلناه من زمان بس ماتصدقون  وجه الضفدع ,0
بنعاتبكوا عشان تبقوا احسن مش عشان نخسركوا واله  وجه منصدم   قلب مجروح ,0
قرف والي عنده مخفات صدق  وجه بقناع طبي انا انسحب من تيم البنات  وجه قمر جديد  يد مرفوعه 🏻,1
مستخدم مقزه كأنه شعر اباط  وجه منصدم ,1
مستخدم عنصري  ابهام متجه لاسفل 🏻,1
مستخدم ترا محد بخاق عليك  وجه بقناع طبي  على ان مجتمع ذكوري بحت لكن ما قد شفت مثل وقاحة وقلة حياء بعض البنات,1
بتمعلشنى أنزل من بدرى وانا عندى برد وخلصانة و بتقولى معلش  وجه بدموع الفرح  وجه قط بابتسامه ساخره  قبضه موجهه للامام ,0
RT مستخدم اول مره اشوف اسد أخضر  وجه الضفدع  وجه مشع بعيون مبتسمه  الاهلي الاتحاد,0
ف ناس طوله بالها بتجلطنى  وجه غير راضي  قبضه موجهه للامام ,0
مستخدم ناه  سكين المطبخ ,0
مستخدم اذا القوا القبض عليك يا مجرم ما راح تشاهد نقل السفارة الى ارض وعاصمة فلسطين المغتصبة  ابهام متجه لاسفل  وجه مرهق ,1
مستخدم تم عصام  وجه مخرج لسانه  قرد بحركه اليد لقول لا اتكلم  قرد بحركه اليد لقول لا اسمع   قرد بحركه اليد لقول لا اري  اسفه يوسف  وجه متجهم ,0
مستخدم مره وغيرتهم مرض  وجه مكبوت ينفث البخار من انفه ,1
كنت مكذبها جملة متاع  وجه يغمز  بغمزه انطيح خمسه ☻لاكن بعد بنقلا اتطيح شعب مليونمعيله هذي وجه الضفدع  قلب مجروح  قطرات عرق ,0
مستخدم نذل  قبضه موجهه للامام 🏻 وجه بدموع الفرح ,1
مستخدم لا ماراح لي يستاهل انا اتعب وغيري يستانس ليش  قبضه موجهه للامام 🏻 وجه بابتسامه خفيفه ,0
مستخدم صغير جدة وصغير الملكة الطحلب  وجه الضفدع الضفدع,1
لا تروحون بعيد اسمع من حقات بداية وجه بقناع طبي ماني مصدقة  وجه يبكي بصوت عالي واسمع شهقتها  وجه بقناع طبي  بس الحين تطورن انا منول احسب لازم يطلع فالتلفزيون الحين كل من هب ودب بس عوارض اله يعجل بقانون التحرش وعل الابواب ان شاء اله اله يلعنكن اقسم باله يوميا نشوف فالواقع اطلق من راع الكليجا بايع الكليجا,1
RT مستخدم  وجه مبتسم بعيون قلب  قبضه موجهه للامام  ⃣ يا لها من أمسية رائعة في البيرنابيو رباعية من الملكي RMLiga,0
الظاهر اني رح أتأخر عن المحاضرة الي اصلا صاحي بدري عشانها ⁦ وجه مبتسم ️⁩حياة زي الفل ما شاء اله  وجه مكبوت ينفث البخار من انفه  وجه يشتاط غضبا ,0
ياله صباح خير الواحد يرسل شي جميل تخيل بس تبدا يومك بالاهلي اي شوم باله عليك  وجه الضفدع  الاهلي,0
بائع الكليجا يا امة ضحكت من جهلها الام  ابهام متجه لاسفل 🏼,1
مستخدم سب التعميم لغة الجهلا  وجه غاضب ,1
جد مصخره هذي النهاية لما تعطون بنات وجه  سكين المطبخ ,0
مستخدم اسبح  وجه بدموع الفرح  وجه يبكي بصوت عالي  وجه الضفدع ,0
مستخدم حامت كبدي قسم باله شعب ماينعطى وجه لازم كل حدث يحشرون خشومهم ويسون من الحبه قبه مدري وش بيضرهم لو كل واحد انطم ولاتكلم  وجه بقناع طبي ,1
وجع القولون بدا و هوقف النسكافيه كلاكيت تانى مرة وجه منصدم ,0
مستخدم م معه حق السخيف الي تركها يترك هالجمال ليه وجه مشمئز  وجه بقناع طبي ,1
RT مستخدم قال لها وش تبين اجيبلك في عيد الحب قالت ابي ديناصور  وجه بدموع الفرح قال لها بجد وش تبين  وجه مكبوت ينفث البخار من انفه قالت جيب أهلك و تعال بيتنا  وجه بتشميقه قال ل…,0
يوم قرت انام جيتوا  وجه بابتسامه خفيفه  قبضه موجهه للامام 🏻مالي دخل ابنام  شخص يمشي 🏻 سكين المطبخ  حياتك,0
مستخدم فقعوا كرشتك  وجه بدموع الفرح  قبضه موجهه للامام 🏻,1
مستخدم ما شاء اله ويقولوا ماشي ميزانية  وجه مشمئز ,0
مستخدم  وجه بقناع طبي  الشبك يابقري,1
مستخدم أقول وين النعال  حذاء رجل  حطوا على هاذ المستشرف يع بس يع  وجه بقناع طبي ,1
بايع الكليجا بعض المتخلفين فكريا الي فاهمين التحضر والتطور انه قلة حياء وانحلال خلقي وديني وانه شيء طبيعي الي سوه البنات ويقارنون بحوادث حدثت من اشباه رجال امثالهم واشتغلو بالهشتاق مسوقين لبايع الكليجا  وجه بقناع طبي  عيب عيب عيب وشيء مقرف توصلون لمرحله هذي وجه مشمئز  افهموها,1
مستخدم طالعه عليك خيؤ شخص يجري  سكين المطبخ ,0
اله يسود وجيهكم مشافيح وجه بقناع طبي  بايع الكليجا,1
مستخدم صباح النور منوع الحاجات هذين وجه منصدم ,0
بايع الكليجا  وجه الضفدع الحين هذوا مجنسات او سعوديات اصل و منشأ,1
حفرالباطن الانعجعجى يا الحفر يا اغلا بلد  وجه بقناع طبي ,0
مستخدم يع مقرفين  وجه بقناع طبي ,1
ذكروني كل ماقلت بغيب عشان اذاكر والعنو شكلي  وجه مشمئز ,0
مستخدم لا اقبل ان تعلن لنفسك في تغريداتي اذهب و اعلن نفسك في الخلاء ان اردت  وجه مرتاح  يا بول البعير  وجه بقناع طبي ,1
البنات الي يتغزلون في بايع الكليجا مثلهم مثل الاولاد الي يتغزل في بنت ترمب كلهم خمه متجمعه وتربيتهم تربية شوارع فشلتونا اله يفشلكم وجه محبط  قبضه موجهه للامام ,1
مستخدم خلف شاشه يكفي اله يعلم شو بيصير اذا شفتهم وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
العيال م فيكم فايده ادري ذوقكم خرائي بس عاد قولوا ولو كذبا كلاما نعاما وجه بابتسامه خفيفه  الاصبع الوسطي 🏼,1
مستخدم صراحه لا تعليق  وجه نائم  ابهام متجه لاسفل ,0
RT مستخدم انا وخالتك نداعب بعض تمصمص زبي وترضعه لخصوه علامه قبله  الاصبع الوسطي  لسان ,1
يعني اول مرا اشوف عذر منتهي انا خبري الاكل هي الي لها صلاحية انتهاء كومة من البراز ,0
مستخدم ابشري  وجه بدموع الفرح  قبضه موجهه للامام 🏻,0
مستخدم انا اقول تنشغل برنامجك وسيب الفلسفه فشي ماتعرفله ابرك  وجه بدموع الفرح  قلب مجروح  سكين المطبخ  قطرات عرق ,0
بايع الكليجاأثقلوا لو شوي  وجه بتشميقه مو لهدرجه انخلص من ام غماره يجي بايع الكليجا قبضه موجهه للامام 🏼 وجه غير راضي ,1
الي تكتب لي اذا ماتجي دي ام باكفخك  وجه يشتاط غضبا ,1
مستخدم قلبي بقول لي انتي تبع ناس قفه فرح وجه الضفدع  قلب مجروح ,0
RT مستخدم انقلوه لشهار موب حاله ذي  وجه غير راضي  سكين المطبخ  حياتك,0
مستخدم ناس تعلق عشان المطر وناس عشان الغبار وجه بقناع طبي ,0
مستخدم صقر كلب  وجه بدموع الفرح  قبضه موجهه للامام 🏽,0
جو مكة الان رياح وغبار  وجه مكبوت ينفث البخار من انفه  وجه بقناع طبي ,0
بايع الكليجاأقسم باله وصلوا لدرجة مقزه من قلة الحياء يعني وش جراءتك وانت رافعه جوالك بوجه شاب تصورينه كرهتوا الولد بالتجاره وجه بقناع طبي وبعدين واله مب ذاك الزين الي شهرتوا به لهالدرجه يعني شاب عادي زيه زي اي شاب مهتم بشكله بس صدق مشافيح وقليلات أدب اله لايبلانا يارب,1
